chr2,4324503,4578549,1,500,DPSE_AFC_47
chr2,4578549,5321741,9,500,DPSE_AFC_47
chr2,5321741,5642108,0,500,DPSE_AFC_47
chr2,5642108,6317490,6,500,DPSE_AFC_47
chr2,6317490,6791264,31,500,DPSE_AFC_47
chr2,6322343,6344275,31,500,DPSE_AFC_47
chr2,6344275,6364188,31,500,DPSE_AFC_47
chr2,6364188,6381653,31,500,DPSE_AFC_47
chr2,6381653,6403261,31,500,DPSE_AFC_47
chr2,6403261,6425927,31,500,DPSE_AFC_47
chr2,8681714,9410859,11,470,DPSE_AFC_47
chr2,9410859,9642896,2,500,DPSE_AFC_47
chr2,9642896,9742133,0,500,DPSE_AFC_47
chr2,9742133,10160650,10,497,DPSE_AFC_47
chr2,11316220,11949759,1,478,DPSE_AFC_47
chr2,11949759,13056117,8,498,DPSE_AFC_47
chr2,13056117,13583765,13,499,DPSE_AFC_47
chr2,13599135,13741271,2,498,DPSE_AFC_47
chr2,13741271,14032881,1,498,DPSE_AFC_47
chr2,14032881,14350327,5,500,DPSE_AFC_47
chr2,17635638,18158999,21,500,DPSE_AFC_47
chr2,17884325,17905246,21,500,DPSE_AFC_47
chr2,17905246,17925474,21,500,DPSE_AFC_47
chr2,17925474,17944671,21,500,DPSE_AFC_47
chr2,17944671,17966209,21,500,DPSE_AFC_47
chr2,17966209,17988587,21,500,DPSE_AFC_47
chr2,17988587,18009887,21,500,DPSE_AFC_47
chr2,18158999,18539735,3,500,DPSE_AFC_47
chr2,18539735,18830726,4,500,DPSE_AFC_47
chr2,18830726,19133110,1,490,DPSE_AFC_47
chr2,19133110,19458655,2,486,DPSE_AFC_47
chr2,19458655,20451779,18,494,DPSE_AFC_47
chr2,20451779,21290845,16,498,DPSE_AFC_47
chr2,21290845,21559074,2,500,DPSE_AFC_47
chr2,21559074,21648704,0,497,DPSE_AFC_47
chr2,21648704,21802491,2,497,DPSE_AFC_47
chr2,21974961,22567971,5,500,DPSE_AFC_47
chr2,22338702,22366110,5,500,DPSE_AFC_47
chr2,22366110,22401195,5,500,DPSE_AFC_47
chr2,22401195,22409657,5,500,DPSE_AFC_47
chr2,22409657,22428291,5,500,DPSE_AFC_47
chr2,22428291,22446133,5,500,DPSE_AFC_47
chr2,24064523,24174791,0,498,DPSE_AFC_47
chr2,24174791,24566054,7,500,DPSE_AFC_47
chr2,24615815,25649234,5,489,DPSE_AFC_47
