chr2,4324503,4578549,0,490,DPSE_MC_14
chr2,4578549,5321741,6,490,DPSE_MC_14
chr2,5321741,5642108,0,492,DPSE_MC_14
chr2,5642108,6317490,6,492,DPSE_MC_14
chr2,6317490,6791264,18,492,DPSE_MC_14
chr2,6322343,6344275,18,492,DPSE_MC_14
chr2,6344275,6364188,18,492,DPSE_MC_14
chr2,6364188,6381653,18,492,DPSE_MC_14
chr2,6381653,6403261,18,492,DPSE_MC_14
chr2,6403261,6425927,18,492,DPSE_MC_14
chr2,8681714,9410859,10,460,DPSE_MC_14
chr2,9410859,9642896,3,490,DPSE_MC_14
chr2,9642896,9742133,2,492,DPSE_MC_14
chr2,9742133,10160650,7,491,DPSE_MC_14
chr2,11316220,11949759,1,479,DPSE_MC_14
chr2,11949759,13056117,11,490,DPSE_MC_14
chr2,13056117,13583765,14,489,DPSE_MC_14
chr2,13599135,13741271,2,489,DPSE_MC_14
chr2,13741271,14032881,0,489,DPSE_MC_14
chr2,14032881,14350327,4,492,DPSE_MC_14
chr2,17635638,18158999,20,492,DPSE_MC_14
chr2,17884325,17905246,20,492,DPSE_MC_14
chr2,17905246,17925474,20,492,DPSE_MC_14
chr2,17925474,17944671,20,492,DPSE_MC_14
chr2,17944671,17966209,20,492,DPSE_MC_14
chr2,17966209,17988587,20,492,DPSE_MC_14
chr2,17988587,18009887,20,492,DPSE_MC_14
chr2,18158999,18539735,1,492,DPSE_MC_14
chr2,18539735,18830726,7,492,DPSE_MC_14
chr2,18830726,19133110,3,481,DPSE_MC_14
chr2,19133110,19458655,6,475,DPSE_MC_14
chr2,19458655,20451779,6,485,DPSE_MC_14
chr2,20451779,21290845,4,489,DPSE_MC_14
chr2,21290845,21559074,5,492,DPSE_MC_14
chr2,21559074,21648704,0,488,DPSE_MC_14
chr2,21648704,21802491,0,488,DPSE_MC_14
chr2,21974961,22567971,3,492,DPSE_MC_14
chr2,22338702,22366110,3,492,DPSE_MC_14
chr2,22366110,22401195,3,492,DPSE_MC_14
chr2,22401195,22409657,3,492,DPSE_MC_14
chr2,22409657,22428291,3,492,DPSE_MC_14
chr2,22428291,22446133,3,492,DPSE_MC_14
chr2,24064523,24174791,1,492,DPSE_MC_14
chr2,24174791,24566054,17,492,DPSE_MC_14
chr2,24615815,25649234,7,466,DPSE_MC_14
chr2,25649234,26043975,8,477,DPSE_MC_14
chr2,26066351,26795815,10,491,DPSE_MC_14
chr2,26795815,26973021,3,492,DPSE_MC_14
chr2,26973021,27096399,2,471,DPSE_MC_14
chr2,27126354,27280211,3,488,DPSE_MC_14
chr2,27280211,27678752,3,488,DPSE_MC_14
chr2,27678752,27848511,4,492,DPSE_MC_14
chr2,27848511,28112289,9,492,DPSE_MC_14
chr2,28112289,28238414,4,492,DPSE_MC_14
chr2,28238414,28438833,2,492,DPSE_MC_14
chr2,28438833,28637225,4,487,DPSE_MC_14
chr2,28637225,28941890,6,478,DPSE_MC_14
chr2,28941890,29392612,1,477,DPSE_MC_14
chr2,29199570,29392612,1,476,DPSE_MC_14
chr2,29199570,30215158,18,476,DPSE_MC_14
